,data,stato,codice_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,note_it,note_en,regione,abitanti
604,2020-03-07T18:00:00,ITA,2,45.73750286,7.320149366,1,0,1,7,8,1,1,0,0,8,32,,,Valle d'Aosta,126883
605,2020-03-08T18:00:00,ITA,2,45.73750286,7.320149366,1,0,1,8,9,1,1,0,0,9,41,,,Valle d'Aosta,126883
606,2020-03-09T18:00:00,ITA,2,45.73750286,7.320149366,4,0,4,11,15,6,6,0,0,15,67,,,Valle d'Aosta,126883
607,2020-03-10T18:00:00,ITA,2,45.73750286,7.320149366,2,0,2,15,17,2,2,0,0,17,89,,,Valle d'Aosta,126883
608,2020-03-11T17:00:00,ITA,2,45.73750286,7.320149366,2,0,2,17,19,2,3,0,1,20,99,,,Valle d'Aosta,126883
609,2020-03-12T17:00:00,ITA,2,45.73750286,7.320149366,7,0,7,19,26,7,7,0,1,27,118,,,Valle d'Aosta,126883
610,2020-03-13T17:00:00,ITA,2,45.73750286,7.320149366,6,0,6,21,27,1,1,0,1,28,189,,,Valle d'Aosta,126883
611,2020-03-14T17:00:00,ITA,2,45.73750286,7.320149366,12,0,12,29,41,14,14,0,1,42,231,,,Valle d'Aosta,126883
612,2020-03-15T17:00:00,ITA,2,45.73750286,7.320149366,10,3,13,43,56,15,15,0,1,57,230,,,Valle d'Aosta,126883
613,2020-03-16T17:00:00,ITA,2,45.73750286,7.320149366,28,5,33,70,103,47,48,0,2,105,287,,,Valle d'Aosta,126883
614,2020-03-17T17:00:00,ITA,2,45.73750286,7.320149366,35,6,41,93,134,31,31,0,2,136,398,,,Valle d'Aosta,126883
615,2020-03-18T17:00:00,ITA,2,45.73750286,7.320149366,41,3,44,118,162,28,29,0,3,165,486,,,Valle d'Aosta,126883
616,2020-03-19T17:00:00,ITA,2,45.73750286,7.320149366,47,9,56,153,209,47,50,0,6,215,608,,,Valle d'Aosta,126883
617,2020-03-20T17:00:00,ITA,2,45.73750286,7.320149366,54,9,63,194,257,48,49,0,7,264,814,,,Valle d'Aosta,126883
618,2020-03-21T17:00:00,ITA,2,45.73750286,7.320149366,62,15,77,227,304,47,49,1,8,313,884,,,Valle d'Aosta,126883
619,2020-03-22T17:00:00,ITA,2,45.73750286,7.320149366,63,21,84,270,354,50,51,1,9,364,950,,,Valle d'Aosta,126883
620,2020-03-23T17:00:00,ITA,2,45.73750286,7.320149366,69,20,89,290,379,25,29,2,12,393,1098,,,Valle d'Aosta,126883
621,2020-03-24T17:00:00,ITA,2,45.73750286,7.320149366,71,20,91,288,379,0,7,2,19,400,1180,,,Valle d'Aosta,126883
622,2020-03-25T17:00:00,ITA,2,45.73750286,7.320149366,70,25,95,280,375,-4,1,2,24,401,1200,,,Valle d'Aosta,126883
623,2020-03-26T17:00:00,ITA,2,45.73750286,7.320149366,73,24,97,281,378,3,7,2,28,408,1203,,,Valle d'Aosta,126883
624,2020-03-27T17:00:00,ITA,2,45.73750286,7.320149366,91,24,115,298,413,35,44,2,37,452,1252,,,Valle d'Aosta,126883
625,2020-03-28T17:00:00,ITA,2,45.73750286,7.320149366,90,26,116,352,468,55,59,2,41,511,1380,,,Valle d'Aosta,126883
626,2020-03-29T17:00:00,ITA,2,45.73750286,7.320149366,90,26,116,423,539,71,73,2,43,584,1480,,,Valle d'Aosta,126883
627,2020-03-30T17:00:00,ITA,2,45.73750286,7.320149366,92,26,118,400,518,-21,0,16,50,584,1536,,,Valle d'Aosta,126883
628,2020-03-31T17:00:00,ITA,2,45.73750286,7.320149366,91,26,117,435,552,34,44,20,56,628,1582,,,Valle d'Aosta,126883
629,2020-02-24T18:00:00,ITA,5,45.43490485,12.33845213,12,4,16,16,32,0,32,0,1,33,2200,,,Veneto,4907529
630,2020-02-25T18:00:00,ITA,5,45.43490485,12.33845213,12,7,19,23,42,10,10,0,1,43,3780,,,Veneto,4907529
631,2020-02-26T18:00:00,ITA,5,45.43490485,12.33845213,16,8,24,45,69,27,28,0,2,71,4900,,,Veneto,4907529
632,2020-02-27T18:00:00,ITA,5,45.43490485,12.33845213,19,8,27,82,109,40,40,0,2,111,6164,,,Veneto,4907529
633,2020-02-28T18:00:00,ITA,5,45.43490485,12.33845213,24,9,33,116,149,40,40,0,2,151,7414,,,Veneto,4907529
634,2020-02-29T17:00:00,ITA,5,45.43490485,12.33845213,24,11,35,154,189,40,40,0,2,191,8659,,,Veneto,4907529
635,2020-03-01T17:00:00,ITA,5,45.43490485,12.33845213,51,13,64,197,261,72,72,0,2,263,9056,,,Veneto,4907529
636,2020-03-02T18:00:00,ITA,5,45.43490485,12.33845213,53,14,67,204,271,10,10,0,2,273,9782,,,Veneto,4907529
637,2020-03-03T18:00:00,ITA,5,45.43490485,12.33845213,49,19,68,229,297,26,34,7,3,307,10176,,,Veneto,4907529
638,2020-03-04T17:00:00,ITA,5,45.43490485,12.33845213,76,23,99,246,345,48,53,9,6,360,10515,,,Veneto,4907529
639,2020-03-05T17:00:00,ITA,5,45.43490485,12.33845213,92,24,116,264,380,35,47,17,10,407,11949,,,Veneto,4907529
640,2020-03-06T17:00:00,ITA,5,45.43490485,12.33845213,117,27,144,310,454,74,81,22,12,488,13023,,,Veneto,4907529
641,2020-03-07T18:00:00,ITA,5,45.43490485,12.33845213,123,41,164,341,505,51,55,25,13,543,14429,,,Veneto,4907529
642,2020-03-08T18:00:00,ITA,5,45.43490485,12.33845213,146,47,193,430,623,118,127,29,18,670,15918,,,Veneto,4907529
643,2020-03-09T18:00:00,ITA,5,45.43490485,12.33845213,186,51,237,457,694,71,74,30,20,744,15956,,,Veneto,4907529
644,2020-03-10T18:00:00,ITA,5,45.43490485,12.33845213,204,67,271,512,783,89,112,47,26,856,16643,,,Veneto,4907529
645,2020-03-11T17:00:00,ITA,5,45.43490485,12.33845213,262,68,330,610,940,157,167,54,29,1023,21400,,,Veneto,4907529
646,2020-03-12T17:00:00,ITA,5,45.43490485,12.33845213,360,85,445,852,1297,357,361,55,32,1384,23438,,,Veneto,4907529
647,2020-03-13T17:00:00,ITA,5,45.43490485,12.33845213,366,107,473,980,1453,156,211,100,42,1595,25691,,,Veneto,4907529
648,2020-03-14T17:00:00,ITA,5,45.43490485,12.33845213,366,119,485,1290,1775,322,342,107,55,1937,26980,,,Veneto,4907529
649,2020-03-15T17:00:00,ITA,5,45.43490485,12.33845213,426,129,555,1434,1989,214,235,120,63,2172,32546,,,Veneto,4907529
650,2020-03-16T17:00:00,ITA,5,45.43490485,12.33845213,498,156,654,1620,2274,285,301,130,69,2473,35052,,,Veneto,4907529
651,2020-03-17T17:00:00,ITA,5,45.43490485,12.33845213,548,171,719,1769,2488,214,231,136,80,2704,35478,,,Veneto,4907529
652,2020-03-18T17:00:00,ITA,5,45.43490485,12.33845213,646,195,841,2112,2953,465,510,167,94,3214,40841,,,Veneto,4907529
653,2020-03-19T17:00:00,ITA,5,45.43490485,12.33845213,771,209,980,2189,3169,216,270,200,115,3484,44658,,,Veneto,4907529
654,2020-03-20T17:00:00,ITA,5,45.43490485,12.33845213,843,236,1079,2598,3677,508,547,223,131,4031,49288,,,Veneto,4907529
655,2020-03-21T17:00:00,ITA,5,45.43490485,12.33845213,942,249,1191,3023,4214,537,586,257,146,4617,53642,,,Veneto,4907529
656,2020-03-22T17:00:00,ITA,5,45.43490485,12.33845213,1113,255,1368,3276,4644,430,505,309,169,5122,57671,,,Veneto,4907529
657,2020-03-23T17:00:00,ITA,5,45.43490485,12.33845213,1206,281,1487,3499,4986,342,383,327,192,5505,61115,,,Veneto,4907529
658,2020-03-24T17:00:00,ITA,5,45.43490485,12.33845213,1318,304,1622,3729,5351,365,443,381,216,5948,66178,,,Veneto,4907529
659,2020-03-25T17:00:00,ITA,5,45.43490485,12.33845213,1407,316,1723,4022,5745,394,494,439,258,6442,70877,,,Veneto,4907529
660,2020-03-26T17:00:00,ITA,5,45.43490485,12.33845213,1447,326,1773,4367,6140,395,493,508,287,6935,79759,,,Veneto,4907529
661,2020-03-27T17:00:00,ITA,5,45.43490485,12.33845213,1536,338,1874,4774,6648,508,562,536,313,7497,83627,,,Veneto,4907529
662,2020-03-28T17:00:00,ITA,5,45.43490485,12.33845213,1559,344,1903,5010,6913,265,433,655,362,7930,89380,,,Veneto,4907529
663,2020-03-29T17:00:00,ITA,5,45.43490485,12.33845213,1586,355,1941,5310,7251,338,428,715,392,8358,94784,,,Veneto,4907529
664,2020-03-30T17:00:00,ITA,5,45.43490485,12.33845213,1633,356,1989,5575,7564,313,366,747,413,8724,99941,,,Veneto,4907529
665,2020-03-31T17:00:00,ITA,5,45.43490485,12.33845213,1680,356,2036,5814,7850,286,431,828,477,9155,106238,,,Veneto,4907529
